OBJECTID_1,OBJECTID,CD_USO_SOL,CD_UNIDADE,CD_REGIAO,CD_PROJETO,AREA_HA,CD_TALHAO,ID_REGIAO,ID_PROJETO,Shape_Leng,Shape_Area,CAMALHAO
1297,1193258,299035,1,11,1870,5.62000000000,002A,11,210,0.00107797834,0.00000525952,Classe 1
1298,975543,249560,1,11,5092,0.91000000000,004D,11,G958,0.04309517195,0.00000085900,Classe 1
1299,1218980,166560,1,11,1043,6.94000000000,021C,11,067,0.00696417646,0.00000649628,Classe 1
1300,1215892,315126,1,11,1838,3.48000000000,001B,11,195,0.01944542164,0.00000327504,Classe 3
1301,1058357,260326,1,11,2435,1.97000000000,001A,11,662,0.00397112642,0.00000185292,Classe 1
1302,1058358,260327,1,11,2435,2.93000000000,002A,11,662,0.00101079607,0.00000274742,Classe 1
1303,1215895,313341,1,11,2021,0.03000000000,001A,11,269,0.02355960985,0.00000002836,Classe 3
1304,1215896,311928,1,11,2349,32.79000000000,002A,11,427,0.00479297021,0.00003071669,Classe 3
1305,1215898,309048,1,11,997,4.58000000000,306C,11,002,0.00107797834,0.00000430671,Classe 3
1306,1136618,246617,1,11,4856,0.17000000000,014B,11,S013,0.00107797834,0.00000016075,Classe 3
1307,844800,205963,1,11,1830,40.61000000000,015A,11,222,0.00152499091,0.00003809341,Classe 1
1308,1136619,246603,1,11,4856,27.02000000000,010B,11,S013,0.10679644809,0.00002515551,Classe 3
1309,1152621,294884,1,11,7412,6.93000000000,038A,11,G990,0.32638502313,0.00000652876,Classe 3
1310,1203499,167185,1,11,2122,5.60000000000,009A,11,031,0.00612611548,0.00000526214,Classe 2
1311,1203500,141939,1,11,2122,0.83000000000,001A,11,031,0.00362784705,0.00000077455,Classe 1
1312,1169081,307213,1,11,997,3.62000000000,276M,11,002,0.03830919972,0.00000339909,Classe 3
1313,1169082,7636,1,11,997,15.27000000000,403E,11,002,0.02542746650,0.00001434460,Classe 2
1314,1169083,208,1,11,997,3.15000000000,403A,11,002,0.02542746650,0.00000295775,Classe 2
1315,1008308,98002,1,13,2821,7.60000000000,010A,12,R568,0.03681334877,0.00000724568,Classe 1
1316,1008309,98034,1,13,2821,3.81000000000,012A,12,R568,0.01008642542,0.00000363180,Classe 2
1317,878161,207439,1,11,1566,8.16000000000,059B,11,107,0.00101079607,0.00000761504,Classe 2
1318,815546,180751,1,11,1039,1.46000000000,008A,11,060,0.00220340818,0.00000137615,Classe 1
1319,1198132,248034,1,11,4948,20.80000000000,007A,11,S090,0.00155088313,0.00001942792,Classe 3
1320,1198133,313343,1,11,4948,0.36000000000,007E,11,S090,0.03890147440,0.00000034064,Classe 3
1321,1198136,245466,1,11,4729,36.34000000000,040C,11,S080,0.00595781447,0.00003382664,Classe 2
1322,975535,249491,1,11,5135,55.41000000000,004B,11,G957,0.00155088313,0.00005217954,Classe 1
1323,975528,249496,1,11,5135,35.37000000000,002A,11,G957,0.00549038732,0.00003330350,Classe 1
1324,975529,249499,1,11,5135,80.47000000000,001A,11,G957,0.00791399897,0.00007578529,Classe 1
1325,844807,216714,1,11,1830,7.01000000000,004H,11,222,0.02093445154,0.00000657202,Classe 1
1326,844768,204068,1,11,1830,10.94000000000,007A,11,222,0.02008083045,0.00001026399,Classe 1
1327,1215900,311408,1,11,997,2.60000000000,232C,11,002,0.01629147392,0.00000244572,Classe 3
1328,1215901,238493,1,11,1015,0.11000000000,011K,11,027,0.00531491427,0.00000010289,Classe 1
1329,1215903,301889,1,11,1015,2.48000000000,011M,11,027,0.00634392799,0.00000232752,Classe 1
1330,1210544,292492,1,11,1661,27.36000000000,011A,11,150,0.00555394887,0.00002565976,Classe 1
1331,1106454,287879,1,13,6300,0.61000000000,047B,12,R309,0.00107797834,0.00000058154,Classe 3
1332,1168040,262284,1,11,5609,16.26000000000,047E,11,G981,0.00959976715,0.00001527719,Classe 1
1333,689475,188840,1,11,1086,3.00000000000,038F,11,022,0.00444158382,0.00000281820,Classe 1
1334,1168042,262267,1,11,5609,3.31000000000,041A,11,G981,0.01586872291,0.00000310808,Classe 1
1335,657660,166213,1,11,1016,10.13000000000,010F,11,030,0.00101055091,0.00000948981,Classe 3
1336,1168043,306693,1,11,5609,0.28000000000,066F,11,G981,0.00101079607,0.00000026118,Classe 1
1337,903324,224660,1,11,1965,1.62000000000,004C,11,610,0.00528916699,0.00000152637,Classe 3
1338,878591,216715,1,11,1830,4.77000000000,004E,11,222,0.00161696751,0.00000447326,Classe 2
1339,936066,104986,1,13,2927,7.68000000000,014D,12,R432,0.00193265200,0.00000730189,Classe 2
1340,1200235,8833,1,11,1085,7.63000000000,033A,11,064,0.00221944396,0.00000717152,Classe 1
1341,1112301,277803,1,11,1095,2.91000000000,001C,11,549,0.00322850686,0.00000272477,Classe 1
1342,1022883,239543,1,11,2153,0.57000000000,001F,11,370,0.02633728237,0.00000053719,Classe 1
1343,1106457,287832,1,13,6300,0.50000000000,005C,12,R309,0.00107797834,0.00000048153,Classe 3
1344,1106455,287877,1,13,6300,0.07000000000,065B,12,R309,0.00101079607,0.00000006688,Classe 1
1345,1106458,274335,1,13,6300,0.06000000000,055A,12,R309,0.00101623400,0.00000005882,Classe 1
1346,1106459,274295,1,13,6300,8.98000000000,010A,12,R309,0.00214957218,0.00000857323,Classe 1
1347,1221067,172318,1,11,2376,3.22000000000,008F,11,655,0.01245952932,0.00000302406,Classe 1
1348,1221068,308924,1,11,7375,0.72000000000,005B,11,G992,0.00220418857,0.00000067641,Classe 1
1349,1221069,301913,1,11,7375,18.28000000000,002A,11,G992,0.00248602082,0.00001717173,Classe 1
1350,1119208,291343,1,11,6387,194.32000000000,O00103,11,G881,0.01645668863,0.00018241743,Classe 2
1351,1119209,291335,1,11,6387,0.07000000000,053B,11,G881,0.00583441828,0.00000006127,Classe 3
1352,1119210,275843,1,11,6387,11.77000000000,037A,11,G881,0.00107797834,0.00001104983,Classe 1
1353,1200230,180739,1,11,1085,13.21000000000,025A,11,064,0.00462757536,0.00001240958,Classe 2
1354,1224621,312101,1,11,997,0.81000000000,259C,11,002,0.00152859559,0.00000075950,Classe 1
1355,1022884,239544,1,11,2153,0.57000000000,002B,11,370,0.00107797834,0.00000053088,Classe 3
1356,764000,93885,1,13,2719,0.47000000000,022E,12,R411,0.01034705621,0.00000044375,Classe 1
1357,1224620,313472,1,13,8290,0.36000000000,059A,12,F001,0.00708964731,0.00000033989,Classe 3
1358,1224623,313467,1,13,8290,20.87000000000,054A,12,F001,0.02721931105,0.00001972209,Classe 2
1359,1224624,313465,1,13,8290,0.26000000000,052A,12,F001,0.01453367143,0.00000024218,Classe 1
1360,1224625,312103,1,11,997,0.11000000000,254D,11,002,0.61932537594,0.00000010263,Classe 1
1361,1106464,274298,1,13,6300,1.30000000000,020A,12,R309,0.00101623400,0.00000124075,Classe 1
1362,1095396,258651,1,11,1027,4.66000000000,040A,11,042,0.02128293865,0.00000435571,Classe 1
1363,1112286,277802,1,11,1095,5.53000000000,001B,11,549,0.00312607405,0.00000518040,Classe 1
1364,1112287,234295,1,11,1095,0.25000000000,001G,11,549,0.00847408866,0.00000023349,Classe 1
1365,1112288,277800,1,11,1095,4.55000000000,005A,11,549,0.00101662613,0.00000426940,Classe 1
1366,1112293,277805,1,11,1095,0.42000000000,001H,11,549,0.00627871936,0.00000039603,Classe 1
1367,936167,105079,1,13,2927,4.95000000000,038A,12,R432,0.00908186958,0.00000470771,Classe 3
1368,1112294,277797,1,11,1095,0.21000000000,006A,11,549,0.00696350081,0.00000020032,Classe 1
1369,1095399,258646,1,11,1027,14.15000000000,038A,11,042,0.02128293865,0.00001322765,Classe 3
1370,1200236,315201,1,13,2890,0.40000000000,006I,12,R416,0.00101079607,0.00000038347,Classe 1
1371,1200237,315179,1,11,1085,5.13000000000,025D,11,064,0.00531207054,0.00000481706,Classe 2
1372,1200239,173737,1,11,1085,8.64000000000,013C,11,064,0.00161696751,0.00000811954,Classe 1
1373,975525,249490,1,11,5135,4.22000000000,005B,11,G957,0.00101623400,0.00000397401,Classe 1
1374,764001,217174,1,13,2719,1.00000000000,038E,12,R411,0.02721602127,0.00000095001,Classe 1
1375,764002,217175,1,13,2719,1.52000000000,040G,12,R411,0.00370555296,0.00000144419,Classe 1
1376,764003,217176,1,13,2719,0.99000000000,037J,12,R411,0.00520714478,0.00000094632,Classe 1
1377,764004,93847,1,13,2719,0.52000000000,033C,12,R411,0.00859465798,0.00000049122,Classe 1
1378,1112289,277799,1,11,1095,2.65000000000,004A,11,549,0.00107797834,0.00000248174,Classe 1
1379,1112290,277798,1,11,1095,0.13000000000,002A,11,549,0.00847408866,0.00000012432,Classe 1
1380,1112291,277801,1,11,1095,0.39000000000,001A,11,549,0.00356929966,0.00000036945,Classe 1
1381,1112292,11900,1,11,1095,1.06000000000,001D,11,549,0.00356929966,0.00000098958,Classe 1
1382,878158,207435,1,11,1566,5.85000000000,060B,11,107,0.56946794357,0.00000546424,Classe 1
1383,878159,207442,1,11,1566,5.11000000000,067A,11,107,0.00101079607,0.00000477141,Classe 3
1384,878160,156353,1,11,1566,0.22000000000,010D,11,107,0.00812601713,0.00000020945,Classe 1
1385,1215917,312112,1,11,2135,5.97000000000,009A,11,336,0.01079588790,0.00000562224,Classe 1
1386,1215924,311395,1,11,997,1.90000000000,243B,11,002,0.00161696751,0.00000178718,Classe 1
1387,1106465,287803,1,13,6300,0.01000000000,025C,12,R309,156.61376225800,0.00000000721,Classe 2
1388,1106466,274293,1,13,6300,7.45000000000,005A,12,R309,0.00107797834,0.00000710992,Classe 3
1389,1215905,281315,1,13,2767,0.30000000000,004C,12,R506,0.00528033221,0.00000028472,Classe 1
1390,1215912,304836,1,11,1015,8.53000000000,008A,11,027,0.00107797834,0.00000800318,Classe 1
1391,816077,165185,1,11,1078,6.13000000000,014A,11,009,0.00107797834,0.00000576623,Classe 1
1392,1215913,313018,1,11,1070,20.21000000000,033A,11,024,0.00107797834,0.00001893373,Classe 3
1393,740873,157333,1,11,2002,0.30000000000,024D,11,310,0.00754137754,0.00000028328,Classe 1
1394,936065,104982,1,13,2927,5.99000000000,017A,12,R432,0.00161696751,0.00000569500,Classe 3
1395,963151,629,1,11,997,6.25000000000,423C,11,002,0.00573815670,0.00000587515,Classe 1
1396,841516,112242,1,13,2974,10.32000000000,067A,12,R516,0.01111697955,0.00000977907,Classe 1
1397,841520,112241,1,13,2974,6.41000000000,065A,12,R516,0.00436186605,0.00000607310,Classe 1
1398,1108439,288499,1,11,6345,0.90000000000,001C,11,G869,0.00155223710,0.00000084061,Classe 3
1399,674140,145750,1,11,1648,4.64000000000,015A,11,589,0.00906629702,0.00000434953,Classe 2
1400,1108437,288493,1,11,6345,0.27000000000,001B,11,G869,0.00161696751,0.00000025054,Classe 1
1401,1171538,307692,1,13,6311,0.15000000000,013E,12,R320,0.00152909091,0.00000014264,Classe 1
1402,1171539,307693,1,13,6311,0.30000000000,021B,12,R320,0.00152909091,0.00000028330,Classe 1
1403,1217968,302127,1,13,2947,2.49000000000,017A,12,R478,0.00714265492,0.00000238343,Classe 1
1404,1217966,141918,1,11,2112,8.90000000000,008A,11,016,0.00107797834,0.00000833682,Classe 2
1405,1217969,291518,1,13,2722,0.03000000000,006C,12,R415,0.00849793875,0.00000002500,Classe 3
1406,1079392,262576,1,11,985,5.74000000000,004A,11,532,0.01868041850,0.00000538474,Classe 1
1407,1079362,262569,1,11,985,2.84000000000,001B,11,532,0.00107797834,0.00000266274,Classe 1
1408,991806,4443,1,11,1893,6.71000000000,002A,11,254,0.00101055091,0.00000628893,Classe 2
1409,674430,186704,1,11,1648,10.46000000000,047B,11,589,0.07311122075,0.00000981630,Classe 1
1410,1094358,284142,1,13,6408,0.08000000000,014B,12,R302,0.00152499091,0.00000008108,Classe 1
1411,296341,143832,1,11,2067,0.19000000000,003B,11,363,0.01391761555,0.00000017546,Classe 1
1412,837353,180601,1,11,1749,0.26000000000,012C,11,178,0.01626633250,0.00000023981,Classe 1
1413,1224336,262299,1,11,5609,28.11000000000,051E,11,G981,0.01728599394,0.00002641035,Classe 1
1414,1224337,314263,1,11,6291,71.38000000000,005A,11,G853,0.00161696751,0.00006684271,Classe 1
1415,1224338,313910,1,11,1004,1.39000000000,124C,11,012,0.00642441260,0.00000129940,Classe 1
1416,1224340,316481,1,11,1004,10.61000000000,075A,11,012,0.00188020936,0.00000993507,Classe 1
1417,594451,185596,1,11,1749,0.12000000000,032B,11,178,0.00595335054,0.00000011229,Classe 1
1418,674051,145007,1,11,1648,10.73000000000,044A,11,589,0.00101079607,0.00001007098,Classe 2
1419,901937,211793,1,13,2960,0.26000000000,009A,12,R497,0.00101055091,0.00000024242,Classe 1
1420,699106,144703,1,11,1036,33.53000000000,006A,11,055,0.00652883746,0.00003144729,Classe 1
1421,901936,207595,1,13,2960,2.58000000000,005A,12,R497,0.00528569587,0.00000245071,Classe 2
1422,1185593,311084,1,11,6313,0.05000000000,011D,11,G856,0.02760476729,0.00000005066,Classe 1
1423,1185594,290628,1,11,6379,1.69000000000,012B,11,G873,0.00237639314,0.00000158170,Classe 1
1424,674255,146570,1,11,1648,11.43000000000,021A,11,589,0.03301414690,0.00001072069,Classe 1
1425,674257,146569,1,11,1648,20.51000000000,022A,11,589,0.23893369926,0.00001924366,Classe 3
1426,1223029,261609,1,11,1978,8.77000000000,018A,11,266,0.01011707576,0.00000820525,Classe 2
1427,679825,145346,1,11,3012,0.64000000000,003E,11,701,0.00161696751,0.00000059907,Classe 1
1428,1225214,314772,1,11,1328,16.83000000000,002A,11,100,0.01854940433,0.00001584586,Classe 1
1429,1225215,319373,1,13,2714,0.63000000000,002B,12,R405,0.00101079607,0.00000060361,Classe 1
1430,1225212,319404,1,11,998,0.23000000000,002D,11,003,0.05644989448,0.00000022108,Classe 1
1431,1222006,309233,1,11,1002,13.50000000000,016A,11,010,0.00802479602,0.00001269988,Classe 1
1432,1222007,9575,1,11,1005,3.07000000000,030A,11,013,0.01195894678,0.00000288452,Classe 1
1433,1222009,250541,1,11,1657,0.90000000000,012B,11,157,0.00490908846,0.00000084294,Classe 3
1434,1222011,208927,1,11,1657,0.13000000000,018F,11,157,0.00107797834,0.00000011953,Classe 1
1435,1055084,183518,1,11,997,0.31000000000,V10310,11,002,0.00221156323,0.00000029067,Classe 1
1436,1152663,294859,1,11,7412,8.87000000000,025A,11,G990,0.00101623400,0.00000835515,Classe 3
1437,1152664,294897,1,11,7412,0.19000000000,003C,11,G990,0.03058705542,0.00000017976,Classe 3
1438,1225216,314443,1,11,7649,4.55000000000,017A,11,G834,0.00101623400,0.00000429071,Classe 3
1439,943417,230,1,11,997,1.14000000000,267C,11,002,0.00447271797,0.00000107390,Classe 1
1440,1157871,302534,1,11,1088,1.32000000000,013K,11,078,0.00107797834,0.00000124158,Classe 1
1441,1157873,5368,1,11,2002,8.51000000000,023B,11,310,0.00598288267,0.00000800234,Classe 1
1442,787366,209225,1,11,1767,0.43000000000,002E,11,593,0.08220545586,0.00000040153,Classe 1
1443,1191978,309616,1,11,996,6.12000000000,021B,11,001,0.01760483993,0.00000574725,Classe 2
1444,679844,134860,1,11,3012,3.56000000000,001A,11,701,0.02150873161,0.00000334127,Classe 1
1445,679845,144946,1,11,3012,1.11000000000,004C,11,701,0.00204476871,0.00000103805,Classe 1
1446,680333,145369,1,11,2105,1.95000000000,003F,11,036,0.02734768632,0.00000182959,Classe 1
1447,680334,145370,1,11,2105,1.58000000000,001F,11,036,0.00101079607,0.00000147563,Classe 1
1448,1191791,311257,1,11,2023,4.19000000000,004B,11,238,0.01428022882,0.00000392682,Classe 3
1449,1191969,311190,1,13,2750,6.36000000000,020A,12,R488,0.00155211230,0.00000608481,Classe 1
1450,1191970,310206,1,11,1980,1.11000000000,024B,11,263,0.15506826357,0.00000104889,Classe 3
1451,699107,144261,1,11,1036,27.11000000000,060A,11,055,0.00152909091,0.00002542383,Classe 2
1452,1112302,277807,1,11,1095,0.36000000000,001I,11,549,0.00847408866,0.00000033854,Classe 1
1453,1112697,289792,1,11,4949,20.81000000000,002D,11,S075,0.03489930823,0.00001934389,Classe 2
1454,477863,11321,1,11,2175,40.89000000000,002A,11,393,0.00640673047,0.00003836647,Classe 3
1455,674133,206425,1,11,1648,0.39000000000,031C,11,589,0.04673174655,0.00000036203,Classe 2
1456,1012215,13237,1,11,2292,10.81000000000,001A,11,416,0.00322470685,0.00001016241,Classe 1
1457,1012217,13235,1,11,2292,34.98000000000,007A,11,416,0.00107797834,0.00003287821,Classe 2
1458,1012223,265800,1,11,2292,0.77000000000,001B,11,416,0.01791669487,0.00000072153,Classe 2
1459,1012229,265805,1,11,2292,3.58000000000,011L,11,416,0.00202082657,0.00000336771,Classe 3
1460,1191973,311189,1,13,2750,2.56000000000,018A,12,R488,0.00223757908,0.00000244683,Classe 1
1461,1191974,311242,1,11,2023,2.71000000000,004A,11,238,0.01428022882,0.00000253500,Classe 1
1462,595571,160800,1,11,1749,11.98000000000,035C,11,178,0.02302171224,0.00001125180,Classe 3
1463,1225209,314760,1,11,1976,1.48000000000,027A,11,234,0.00431411235,0.00000138902,Classe 1
1464,1225210,314609,1,11,1976,13.26000000000,008B,11,234,0.00107797834,0.00001248121,Classe 1
1465,1225211,319324,1,11,1632,6.10000000000,008D,11,132,0.00101079607,0.00000571484,Classe 3
1466,674425,206438,1,11,1648,0.79000000000,034D,11,589,0.02473702443,0.00000074430,Classe 1
1467,1225942,278130,1,11,5409,15.67000000000,052A,11,G979,0.00101055091,0.00001468254,Classe 3
1468,1226032,278137,1,11,5409,6.93000000000,065A,11,G979,0.35686566799,0.00000649462,Classe 3
1469,1095402,258599,1,11,1027,6.87000000000,020A,11,042,0.00107797834,0.00000642386,Classe 1
1470,1044786,93518,1,13,2715,12.21000000000,027A,12,R406,0.00484683550,0.00001162676,Classe 1
1471,1198462,189484,1,13,2704,8.29000000000,015A,12,R400,0.00393132537,0.00000792799,Classe 2
1472,1198463,189495,1,13,2704,7.47000000000,034A,12,R400,0.00311241523,0.00000714385,Classe 1
1473,986023,261731,1,11,997,0.69000000000,420G,11,002,0.00101662613,0.00000064837,Classe 1
1474,1052398,253912,1,11,1815,0.75000000000,027F,11,190,0.02595840723,0.00000070722,Classe 1
1475,1191157,305471,1,11,7650,0.39000000000,003D,11,G837,0.00508306377,0.00000036824,Classe 1
1476,1094360,274369,1,13,6302,3.51000000000,012B,12,R311,0.00193269087,0.00000334335,Classe 3
1477,674049,186697,1,11,1648,7.79000000000,024B,11,589,0.23893369926,0.00000730546,Classe 3
1478,674411,141722,1,11,1648,14.95000000000,033A,11,589,0.00204476871,0.00001402499,Classe 3
1479,674044,141704,1,11,1648,24.33000000000,025A,11,589,0.00547821389,0.00002283063,Classe 1
1480,674046,186698,1,11,1648,2.43000000000,025B,11,589,0.00547821389,0.00000228431,Classe 1
1481,674047,186702,1,11,1648,1.94000000000,036C,11,589,0.06718087302,0.00000181726,Classe 1
1482,1210699,311509,1,11,997,0.10000000000,272J,11,002,0.07036182275,0.00000009324,Classe 1
1483,1210703,198937,1,11,997,2.08000000000,249E,11,002,0.00315663325,0.00000195056,Classe 1
1484,1210705,293235,1,11,997,1.22000000000,230N,11,002,0.02946316294,0.00000114459,Classe 2
1485,1191977,309611,1,11,996,2.49000000000,023C,11,001,0.00107797834,0.00000233337,Classe 1
1486,774282,102452,1,13,2907,9.84000000000,022A,12,R429,0.00101623400,0.00000937146,Classe 1
1487,774283,102453,1,13,2907,12.96000000000,004A,12,R429,0.00864686368,0.00001234561,Classe 3
1488,774285,102457,1,13,2907,4.07000000000,001A,12,R429,0.00161696751,0.00000388222,Classe 3
1489,774286,102458,1,13,2907,8.05000000000,003A,12,R429,0.00781002756,0.00000767151,Classe 1
1490,985985,244966,1,11,997,1.05000000000,420D,11,002,0.01288003445,0.00000098369,Classe 3
1491,939795,91482,1,11,1052,27.72000000000,307A,11,077,0.01656191734,0.00002600520,Classe 1
1492,1228890,272590,1,11,6089,34.54000000000,007B,11,G983,0.00155088313,0.00003255179,Classe 1
1493,695159,203901,1,11,3025,0.62000000000,009D,11,708,0.00720341786,0.00000057831,Classe 1
1494,798121,143350,1,11,1706,6.89000000000,010A,11,591,0.03000362161,0.00000644711,Classe 1
1495,1225033,313555,1,11,2489,12.18000000000,001A,11,671,0.02260020091,0.00001143009,Classe 1
1496,1225034,315379,1,11,7374,7.09000000000,006A,11,G991,0.06932188411,0.00000665601,Classe 3
1497,1140457,268539,1,11,5137,3.14000000000,027E,11,G948,0.00101623400,0.00000296066,Classe 2
1498,1225035,317097,1,11,1158,0.23000000000,001D,11,580,0.00853528587,0.00000021672,Classe 1
1499,1225036,312417,1,11,2565,20.33000000000,007A,11,686,0.11687594220,0.00001905478,Classe 3
1500,825169,224858,1,11,2135,0.08000000000,004H,11,336,0.01586078795,0.00000007948,Classe 2
1501,1095404,258601,1,11,1027,13.30000000000,024A,11,042,0.01481153870,0.00001243500,Classe 1
1502,1095405,259352,1,11,1027,18.09000000000,004F,11,042,0.00161696751,0.00001691190,Classe 3
1503,1095407,258629,1,11,1027,1.09000000000,006A,11,042,0.05668774489,0.00000101856,Classe 1
1504,674420,192106,1,11,1648,3.23000000000,027B,11,589,0.00101651122,0.00000303342,Classe 1
1505,664026,3190,1,11,1696,6.34000000000,018A,11,158,0.00101623400,0.00000595731,Classe 1
1506,679838,144939,1,11,3012,2.89000000000,003C,11,701,0.00107797834,0.00000271220,Classe 1
1507,679839,145231,1,11,3012,0.64000000000,005C,11,701,0.00215595668,0.00000059798,Classe 3
1508,1079371,262557,1,11,985,17.85000000000,004B,11,532,0.00107797834,0.00001675089,Classe 3
1509,1079372,262587,1,11,985,10.91000000000,006B,11,532,0.00389829238,0.00001023421,Classe 1
1510,674422,206437,1,11,1648,0.44000000000,028B,11,589,0.01284714035,0.00000040957,Classe 1
1511,674423,170255,1,11,1648,4.24000000000,033G,11,589,0.01482973379,0.00000398228,Classe 1
1512,1034032,106084,1,13,2935,1.29000000000,027B,12,R427,0.00248602082,0.00000122093,Classe 3
1513,1034028,106081,1,13,2935,0.10000000000,038B,12,R427,0.00598060411,0.00000009243,Classe 1
1514,1034029,106083,1,13,2935,0.04000000000,040D,12,R427,0.06379316181,0.00000003772,Classe 1
1515,679812,146456,1,11,3012,0.42000000000,007E,11,701,0.00295818770,0.00000039543,Classe 1
1516,674149,166313,1,11,1648,2.77000000000,049B,11,589,0.02387946096,0.00000260221,Classe 1
1517,798106,145840,1,11,1706,1.57000000000,025A,11,591,0.02081693661,0.00000146447,Classe 2
1518,1079373,262590,1,11,985,4.56000000000,001A,11,532,0.00107797834,0.00000428032,Classe 1
1519,939796,202806,1,11,1052,9.72000000000,327D,11,077,0.01940109197,0.00000912327,Classe 1
1520,1217805,318269,1,11,8729,0.09000000000,004C,11,G510,0.02046512488,0.00000008880,Classe 1
1521,1198018,246613,1,11,4856,26.90000000000,007A,11,S013,0.00230808254,0.00002504767,Classe 3
1522,581215,80252,1,11,2052,5.77000000000,022B,11,333,0.00518888407,0.00000543672,Classe 1
1523,1218002,247210,1,11,4884,34.23000000000,002B,11,S043,0.00247208684,0.00003184424,Classe 1
1524,1218003,247211,1,11,4884,30.78000000000,002C,11,S043,0.00161696751,0.00002863760,Classe 1
1525,1208894,313582,1,11,1809,2.32000000000,007W,11,215,0.00276222253,0.00000218026,Classe 1
1526,679837,135421,1,11,3012,0.30000000000,006B,11,701,0.03656793450,0.00000028329,Classe 3
1527,1043376,266662,1,11,1006,0.14000000000,034D,11,014,0.00101079607,0.00000013431,Classe 1
1528,1052627,258784,1,11,1815,3.41000000000,002A,11,190,0.00161696751,0.00000320087,Classe 2
1529,1052629,231775,1,11,1815,0.08000000000,005C,11,190,0.00315745761,0.00000007466,Classe 3
1530,825171,224859,1,11,2135,0.02000000000,011D,11,336,0.05873163091,0.00000002323,Classe 1
1531,1087663,283084,1,11,4411,0.71000000000,005C,11,G814,0.03917847768,0.00000066890,Classe 1
1532,680308,88440,1,11,1065,5.89000000000,001A,11,092,0.00215595668,0.00000553638,Classe 1
1533,680310,206736,1,11,1065,0.16000000000,001D,11,092,0.00215595668,0.00000014763,Classe 1
1534,1087664,283085,1,11,4411,0.26000000000,008B,11,G814,0.00101651122,0.00000024264,Classe 1
1535,1147023,258249,1,11,1923,6.65000000000,005A,11,218,0.00355670092,0.00000622996,Classe 1
1536,1147024,283572,1,11,1062,2.27000000000,005F,11,089,0.03261670981,0.00000212844,Classe 1
1537,1147025,133742,1,11,1062,5.56000000000,004A,11,089,0.00161696751,0.00000520875,Classe 1
1538,318153,145529,1,11,1600,2.45000000000,006C,11,122,0.02145230260,0.00000230097,Classe 1
1539,108811,90209,1,11,2278,1.93000000000,002A,11,388,0.00107797834,0.00000180489,Classe 3
1540,1034222,109838,1,13,2957,15.26000000000,016A,12,R573,0.00101623400,0.00001442784,Classe 1
1541,1034223,109827,1,13,2957,4.78000000000,021A,12,R573,0.00152909091,0.00000452431,Classe 1
1542,1034224,239337,1,13,2957,0.56000000000,016D,12,R573,0.07340472201,0.00000052576,Classe 1
1543,1072678,263523,1,13,2857,3.82000000000,002A,12,R461,0.00101623400,0.00000362065,Classe 1
1544,1072750,280223,1,13,2861,0.21000000000,001C,12,R512,0.00101079607,0.00000019674,Classe 1
1545,1079388,281438,1,11,985,0.76000000000,005D,11,532,0.09258878132,0.00000071738,Classe 1
1546,1199811,169865,1,11,2068,4.21000000000,010B,11,305,0.00107797834,0.00000395143,Classe 1
1547,1226578,80869,1,11,1042,12.17000000000,223A,11,063,0.00412566838,0.00001143673,Classe 1
1548,689561,207742,1,11,1086,0.45000000000,077H,11,022,0.01442554019,0.00000041971,Classe 1
1549,1231071,238102,1,11,4370,49.75000000000,002A,11,G802,0.00107797834,0.00004660962,Classe 1
1550,1231073,320557,1,11,2267,0.91000000000,006E,11,401,0.00101651122,0.00000085050,Classe 1
1551,1231074,195544,1,11,972,49.01000000000,500A,11,518,0.00107797834,0.00004595115,Classe 1
1552,763988,93868,1,13,2719,0.60000000000,034B,12,R411,0.00957191788,0.00000056651,Classe 3
1553,1044782,93527,1,13,2715,5.17000000000,025A,12,R406,0.00101055091,0.00000492556,Classe 1
1554,798285,220992,1,11,1706,0.15000000000,006C,11,591,0.00101651122,0.00000013784,Classe 1
1555,689545,207737,1,11,1086,0.77000000000,078D,11,022,0.00360376476,0.00000072319,Classe 1
1556,581271,5673,1,11,2052,29.06000000000,005A,11,333,0.00101651122,0.00002738079,Classe 2
1557,1228594,299125,1,11,1925,24.69000000000,039A,11,324,0.07223137089,0.00002315977,Classe 2
1558,763981,93860,1,13,2719,0.10000000000,017C,12,R411,0.01711529709,0.00000009914,Classe 1
1559,726014,103171,1,13,2919,0.09000000000,005B,12,R509,0.02544607658,0.00000008584,Classe 2
1560,726015,103172,1,13,2919,0.02000000000,004C,12,R509,0.01387844888,0.00000001753,Classe 1
1561,1185364,311037,1,11,1020,0.53000000000,002E,11,034,0.00101079607,0.00000050107,Classe 1
1562,1185365,4485,1,11,1020,11.66000000000,002A,11,034,0.00811811356,0.00001097877,Classe 2
1563,1185366,311036,1,11,1020,0.25000000000,002F,11,034,0.00101079607,0.00000023624,Classe 1
1564,1185367,202954,1,11,1020,1.80000000000,002B,11,034,0.00811811356,0.00000169747,Classe 1
1565,763976,93861,1,13,2719,0.23000000000,025B,12,R411,0.00152499091,0.00000021694,Classe 3
1566,763977,93863,1,13,2719,0.39000000000,024B,12,R411,0.01979907323,0.00000037056,Classe 1
1567,763978,93888,1,13,2719,0.29000000000,037F,12,R411,0.00280963782,0.00000027648,Classe 1
1568,763979,93939,1,13,2719,1.95000000000,056B,12,R411,0.00533019049,0.00000185707,Classe 1
